protein_id,contig_id,keywords
meningitidis_000009105.1_P1_17,000009105.1_P1,none
meningitidis_000009105.1_P1_18,000009105.1_P1,none
meningitidis_000009105.1_P1_19,000009105.1_P1,none
meningitidis_000009105.1_P1_20,000009105.1_P1,none
meningitidis_000009105.1_P1_21,000009105.1_P1,none
meningitidis_000009105.1_P1_22,000009105.1_P1,none
meningitidis_000009105.1_P1_23,000009105.1_P1,none
meningitidis_000009105.1_P1_24,000009105.1_P1,none
meningitidis_000009105.1_P1_25,000009105.1_P1,none
meningitidis_000009105.1_P1_26,000009105.1_P1,none
meningitidis_000009105.1_P1_27,000009105.1_P1,none
meningitidis_000009105.1_P1_28,000009105.1_P1,none
meningitidis_000009105.1_P1_29,000009105.1_P1,none
meningitidis_000009105.1_P1_30,000009105.1_P1,none
meningitidis_000009105.1_P1_31,000009105.1_P1,none
meningitidis_000009105.1_P1_32,000009105.1_P1,none
meningitidis_000009105.1_P1_33,000009105.1_P1,none
meningitidis_000014105.1_P1_1,000014105.1_P1,none
meningitidis_000014105.1_P1_2,000014105.1_P1,none
meningitidis_000014105.1_P1_3,000014105.1_P1,none
meningitidis_000014105.1_P1_4,000014105.1_P1,none
meningitidis_000014105.1_P1_5,000014105.1_P1,none
meningitidis_000014105.1_P1_6,000014105.1_P1,none
meningitidis_000014105.1_P1_7,000014105.1_P1,none
meningitidis_000014105.1_P1_8,000014105.1_P1,none
meningitidis_000014105.1_P1_9,000014105.1_P1,none
meningitidis_000014105.1_P1_10,000014105.1_P1,none
meningitidis_000014105.1_P1_11,000014105.1_P1,none
meningitidis_000014105.1_P1_12,000014105.1_P1,none
meningitidis_000014105.1_P1_13,000014105.1_P1,none
meningitidis_000014105.1_P1_14,000014105.1_P1,none
meningitidis_000014105.1_P1_15,000014105.1_P1,none
meningitidis_000014105.1_P1_16,000014105.1_P1,none
meningitidis_000014105.1_P1_17,000014105.1_P1,none
meningitidis_000014105.1_P1_18,000014105.1_P1,none
meningitidis_000014105.1_P1_19,000014105.1_P1,none
meningitidis_000014105.1_P1_20,000014105.1_P1,none
meningitidis_000014105.1_P1_21,000014105.1_P1,none
meningitidis_000014105.1_P1_22,000014105.1_P1,none
meningitidis_000014105.1_P1_23,000014105.1_P1,none
meningitidis_000014105.1_P1_24,000014105.1_P1,none
meningitidis_000014105.1_P1_25,000014105.1_P1,none
meningitidis_000014105.1_P1_26,000014105.1_P1,none
meningitidis_000014105.1_P1_27,000014105.1_P1,none
meningitidis_000014105.1_P1_28,000014105.1_P1,none
meningitidis_000014105.1_P1_29,000014105.1_P1,none
meningitidis_000014105.1_P1_30,000014105.1_P1,none
meningitidis_000014105.1_P1_31,000014105.1_P1,none
meningitidis_000014105.1_P1_32,000014105.1_P1,none
meningitidis_000014105.1_P1_33,000014105.1_P1,none
meningitidis_000014105.1_P1_34,000014105.1_P1,none
meningitidis_000014105.1_P1_35,000014105.1_P1,none
meningitidis_000014105.1_P1_36,000014105.1_P1,none
meningitidis_000014105.1_P1_37,000014105.1_P1,none
meningitidis_000014105.1_P1_38,000014105.1_P1,none
meningitidis_000014105.1_P1_39,000014105.1_P1,none
meningitidis_000014105.1_P1_40,000014105.1_P1,none
meningitidis_000014105.1_P1_41,000014105.1_P1,none
meningitidis_000026965.1_P1_1,000026965.1_P1,none
meningitidis_000026965.1_P1_2,000026965.1_P1,none
meningitidis_000026965.1_P1_3,000026965.1_P1,none
meningitidis_000026965.1_P1_4,000026965.1_P1,none
meningitidis_000026965.1_P1_5,000026965.1_P1,none
meningitidis_000026965.1_P1_6,000026965.1_P1,none
meningitidis_000026965.1_P1_7,000026965.1_P1,none
meningitidis_000026965.1_P1_8,000026965.1_P1,none
meningitidis_000026965.1_P1_9,000026965.1_P1,none
meningitidis_000026965.1_P1_10,000026965.1_P1,none
meningitidis_000026965.1_P1_11,000026965.1_P1,none
meningitidis_000026965.1_P1_12,000026965.1_P1,none
meningitidis_000026965.1_P1_13,000026965.1_P1,none
meningitidis_000026965.1_P1_14,000026965.1_P1,none
meningitidis_000026965.1_P1_15,000026965.1_P1,none
meningitidis_000026965.1_P1_16,000026965.1_P1,none
meningitidis_000026965.1_P1_17,000026965.1_P1,none
meningitidis_000026965.1_P1_18,000026965.1_P1,none
meningitidis_000026965.1_P1_19,000026965.1_P1,none
meningitidis_000026965.1_P1_20,000026965.1_P1,none
meningitidis_000026965.1_P1_21,000026965.1_P1,none
meningitidis_000026965.1_P1_22,000026965.1_P1,none
meningitidis_000026965.1_P1_23,000026965.1_P1,none
meningitidis_000026965.1_P1_24,000026965.1_P1,none
meningitidis_000026965.1_P1_25,000026965.1_P1,none
meningitidis_000026965.1_P1_26,000026965.1_P1,none
meningitidis_000026965.1_P1_27,000026965.1_P1,none
meningitidis_000026965.1_P2_1,000026965.1_P2,none
meningitidis_000026965.1_P2_2,000026965.1_P2,none
meningitidis_000026965.1_P2_3,000026965.1_P2,none
meningitidis_000026965.1_P2_4,000026965.1_P2,none
meningitidis_000026965.1_P2_5,000026965.1_P2,none
meningitidis_000026965.1_P2_6,000026965.1_P2,none
meningitidis_000026965.1_P2_7,000026965.1_P2,none
meningitidis_000026965.1_P2_8,000026965.1_P2,none
meningitidis_000026965.1_P2_9,000026965.1_P2,none
meningitidis_000026965.1_P2_10,000026965.1_P2,none
meningitidis_000026965.1_P2_11,000026965.1_P2,none
meningitidis_000026965.1_P2_12,000026965.1_P2,none
meningitidis_000026965.1_P2_13,000026965.1_P2,none
meningitidis_000026965.1_P2_14,000026965.1_P2,none
meningitidis_000026965.1_P2_15,000026965.1_P2,none
meningitidis_000026965.1_P2_16,000026965.1_P2,none
meningitidis_000026965.1_P2_17,000026965.1_P2,none
meningitidis_000026965.1_P2_18,000026965.1_P2,none
meningitidis_000026965.1_P2_19,000026965.1_P2,none
meningitidis_000026965.1_P2_20,000026965.1_P2,none
meningitidis_000026965.1_P2_21,000026965.1_P2,none
meningitidis_000026965.1_P2_22,000026965.1_P2,none
meningitidis_000026965.1_P2_23,000026965.1_P2,none
meningitidis_000026965.1_P2_24,000026965.1_P2,none
meningitidis_000026965.1_P2_25,000026965.1_P2,none
meningitidis_000026965.1_P2_26,000026965.1_P2,none
meningitidis_000026965.1_P2_27,000026965.1_P2,none
meningitidis_000026965.1_P2_28,000026965.1_P2,none
meningitidis_000026965.1_P2_29,000026965.1_P2,none
meningitidis_000026965.1_P2_30,000026965.1_P2,none
meningitidis_000026965.1_P2_31,000026965.1_P2,none
meningitidis_000026965.1_P2_32,000026965.1_P2,none
meningitidis_000026965.1_P2_33,000026965.1_P2,none
meningitidis_000026965.1_P2_34,000026965.1_P2,none
meningitidis_000026965.1_P2_35,000026965.1_P2,none
meningitidis_000083565.1_P1_1,000083565.1_P1,none
meningitidis_000083565.1_P1_2,000083565.1_P1,none
meningitidis_000083565.1_P1_3,000083565.1_P1,none
meningitidis_000083565.1_P1_4,000083565.1_P1,none
meningitidis_000083565.1_P1_5,000083565.1_P1,none
meningitidis_000083565.1_P1_6,000083565.1_P1,none
meningitidis_000083565.1_P1_7,000083565.1_P1,none
meningitidis_000083565.1_P1_8,000083565.1_P1,none
meningitidis_000083565.1_P1_9,000083565.1_P1,none
meningitidis_000083565.1_P1_10,000083565.1_P1,none
meningitidis_000083565.1_P1_11,000083565.1_P1,none
meningitidis_000083565.1_P1_12,000083565.1_P1,none
meningitidis_000083565.1_P1_13,000083565.1_P1,none
meningitidis_000083565.1_P1_14,000083565.1_P1,none
meningitidis_000083565.1_P1_15,000083565.1_P1,none
meningitidis_000083565.1_P1_16,000083565.1_P1,none
meningitidis_000083565.1_P1_17,000083565.1_P1,none
meningitidis_000083565.1_P1_18,000083565.1_P1,none
meningitidis_000083565.1_P1_19,000083565.1_P1,none
meningitidis_000083565.1_P1_20,000083565.1_P1,none
meningitidis_000083565.1_P1_21,000083565.1_P1,none
meningitidis_000083565.1_P1_22,000083565.1_P1,none
meningitidis_000083565.1_P1_23,000083565.1_P1,none
meningitidis_000083565.1_P1_24,000083565.1_P1,none
meningitidis_000083565.1_P1_25,000083565.1_P1,none
meningitidis_000083565.1_P1_26,000083565.1_P1,none
meningitidis_000083565.1_P1_27,000083565.1_P1,none
meningitidis_000083565.1_P1_28,000083565.1_P1,none
meningitidis_000083565.1_P1_29,000083565.1_P1,none
meningitidis_000083565.1_P1_30,000083565.1_P1,none
meningitidis_000083565.1_P1_31,000083565.1_P1,none
meningitidis_000083565.1_P1_32,000083565.1_P1,none
meningitidis_000083565.1_P1_33,000083565.1_P1,none
meningitidis_000083565.1_P1_34,000083565.1_P1,none
meningitidis_000083565.1_P1_35,000083565.1_P1,none
meningitidis_000083565.1_P1_36,000083565.1_P1,none
meningitidis_000083565.1_P1_37,000083565.1_P1,none
meningitidis_000083565.1_P1_38,000083565.1_P1,none
meningitidis_000083565.1_P1_39,000083565.1_P1,none
meningitidis_000083565.1_P2_1,000083565.1_P2,none
meningitidis_000083565.1_P2_2,000083565.1_P2,none
meningitidis_000083565.1_P2_3,000083565.1_P2,none
meningitidis_000083565.1_P2_4,000083565.1_P2,none
meningitidis_000083565.1_P2_5,000083565.1_P2,none
meningitidis_000083565.1_P2_6,000083565.1_P2,none
meningitidis_000083565.1_P2_7,000083565.1_P2,none
meningitidis_000083565.1_P2_8,000083565.1_P2,none
meningitidis_000083565.1_P2_9,000083565.1_P2,none
meningitidis_000083565.1_P2_10,000083565.1_P2,none
meningitidis_000083565.1_P2_11,000083565.1_P2,none
meningitidis_000083565.1_P2_12,000083565.1_P2,none
meningitidis_000083565.1_P2_13,000083565.1_P2,none
meningitidis_000083565.1_P2_14,000083565.1_P2,none
meningitidis_000083565.1_P2_15,000083565.1_P2,none
meningitidis_000083565.1_P2_16,000083565.1_P2,none
meningitidis_000083565.1_P2_17,000083565.1_P2,none
meningitidis_000083565.1_P2_18,000083565.1_P2,none
meningitidis_000083565.1_P2_19,000083565.1_P2,none
meningitidis_000083565.1_P2_20,000083565.1_P2,none
meningitidis_000083565.1_P2_21,000083565.1_P2,none
meningitidis_000083565.1_P2_22,000083565.1_P2,none
meningitidis_000083565.1_P2_23,000083565.1_P2,none
meningitidis_000083565.1_P2_24,000083565.1_P2,none
meningitidis_000083565.1_P3_1,000083565.1_P3,none
meningitidis_000083565.1_P3_2,000083565.1_P3,none
meningitidis_000083565.1_P3_3,000083565.1_P3,none
meningitidis_000083565.1_P3_4,000083565.1_P3,none
meningitidis_000083565.1_P3_5,000083565.1_P3,none
meningitidis_000083565.1_P3_6,000083565.1_P3,none
meningitidis_000083565.1_P3_7,000083565.1_P3,none
meningitidis_000083565.1_P3_8,000083565.1_P3,none
meningitidis_000083565.1_P3_9,000083565.1_P3,none
meningitidis_000083565.1_P3_10,000083565.1_P3,none
meningitidis_000083565.1_P3_11,000083565.1_P3,none
meningitidis_000083565.1_P3_12,000083565.1_P3,none
meningitidis_000083565.1_P3_13,000083565.1_P3,none
meningitidis_000083565.1_P3_14,000083565.1_P3,none
meningitidis_000083565.1_P3_15,000083565.1_P3,none
meningitidis_000083565.1_P3_16,000083565.1_P3,none
meningitidis_000083565.1_P3_17,000083565.1_P3,none
meningitidis_000083565.1_P3_18,000083565.1_P3,none
meningitidis_000083565.1_P3_19,000083565.1_P3,none
meningitidis_000083565.1_P3_20,000083565.1_P3,none
meningitidis_000083565.1_P3_21,000083565.1_P3,none
meningitidis_000083565.1_P3_22,000083565.1_P3,none
meningitidis_000083565.1_P3_23,000083565.1_P3,none
meningitidis_000083565.1_P3_24,000083565.1_P3,none
meningitidis_000083565.1_P3_25,000083565.1_P3,none
meningitidis_000083565.1_P3_26,000083565.1_P3,none
meningitidis_000083565.1_P3_27,000083565.1_P3,none
meningitidis_000152165.1_P2_1,000152165.1_P2,none
meningitidis_000152165.1_P2_2,000152165.1_P2,none
meningitidis_000152165.1_P2_3,000152165.1_P2,none
meningitidis_000152165.1_P2_4,000152165.1_P2,none
meningitidis_000152165.1_P2_5,000152165.1_P2,none
meningitidis_000152165.1_P2_6,000152165.1_P2,none
meningitidis_000152165.1_P2_7,000152165.1_P2,none
meningitidis_000152165.1_P2_8,000152165.1_P2,none
meningitidis_000152165.1_P2_9,000152165.1_P2,none
meningitidis_000152165.1_P2_10,000152165.1_P2,none
meningitidis_000152165.1_P2_11,000152165.1_P2,none
meningitidis_000152165.1_P2_12,000152165.1_P2,none
meningitidis_000152165.1_P2_13,000152165.1_P2,none
meningitidis_000152165.1_P2_14,000152165.1_P2,none
meningitidis_000152165.1_P2_15,000152165.1_P2,none
meningitidis_000152165.1_P2_16,000152165.1_P2,none
meningitidis_000152165.1_P2_17,000152165.1_P2,none
meningitidis_000152165.1_P2_18,000152165.1_P2,none
meningitidis_000152165.1_P2_19,000152165.1_P2,none
meningitidis_000152165.1_P2_20,000152165.1_P2,none
meningitidis_000152165.1_P2_21,000152165.1_P2,none
meningitidis_000152165.1_P3_1,000152165.1_P3,none
meningitidis_000152165.1_P3_2,000152165.1_P3,none
meningitidis_000152165.1_P3_3,000152165.1_P3,none
meningitidis_000152165.1_P3_4,000152165.1_P3,none
meningitidis_000152165.1_P3_5,000152165.1_P3,none
meningitidis_000152165.1_P3_6,000152165.1_P3,none
meningitidis_000152165.1_P3_7,000152165.1_P3,none
meningitidis_000152165.1_P3_8,000152165.1_P3,none
meningitidis_000152165.1_P3_9,000152165.1_P3,none
meningitidis_000152165.1_P3_10,000152165.1_P3,none
meningitidis_000152165.1_P3_11,000152165.1_P3,none
meningitidis_000152165.1_P3_12,000152165.1_P3,none
meningitidis_000152165.1_P3_13,000152165.1_P3,none
meningitidis_000152165.1_P3_14,000152165.1_P3,none
meningitidis_000152165.1_P3_15,000152165.1_P3,none
meningitidis_000152165.1_P3_16,000152165.1_P3,none
meningitidis_000152165.1_P3_17,000152165.1_P3,none
meningitidis_000152165.1_P3_18,000152165.1_P3,none
meningitidis_000152165.1_P3_19,000152165.1_P3,none
meningitidis_000152165.1_P3_20,000152165.1_P3,none
meningitidis_000152165.1_P3_21,000152165.1_P3,none
meningitidis_000152165.1_P3_22,000152165.1_P3,none
meningitidis_000152165.1_P3_23,000152165.1_P3,none
meningitidis_000152165.1_P3_24,000152165.1_P3,none
meningitidis_000152165.1_P3_25,000152165.1_P3,none
meningitidis_000152165.1_P3_26,000152165.1_P3,none
meningitidis_000152165.1_P3_27,000152165.1_P3,none
meningitidis_000152165.1_P3_28,000152165.1_P3,none
meningitidis_000152165.1_P3_29,000152165.1_P3,none
meningitidis_000152165.1_P3_30,000152165.1_P3,none
meningitidis_000152165.1_P3_31,000152165.1_P3,none
meningitidis_000152165.1_P3_32,000152165.1_P3,none
meningitidis_000152165.1_P3_33,000152165.1_P3,none
meningitidis_000152165.1_P3_34,000152165.1_P3,none
meningitidis_000152165.1_P3_35,000152165.1_P3,none
meningitidis_000152165.1_P3_36,000152165.1_P3,none
meningitidis_000152165.1_P3_37,000152165.1_P3,none
meningitidis_000152165.1_P3_38,000152165.1_P3,none
meningitidis_000152165.1_P3_39,000152165.1_P3,none
meningitidis_000152165.1_P3_40,000152165.1_P3,none
meningitidis_000152165.1_P3_41,000152165.1_P3,none
meningitidis_000152165.1_P3_42,000152165.1_P3,none
meningitidis_000152165.1_P3_43,000152165.1_P3,none
meningitidis_000152165.1_P3_44,000152165.1_P3,none
meningitidis_000152165.1_P3_45,000152165.1_P3,none
meningitidis_000152165.1_P3_46,000152165.1_P3,none
meningitidis_000152165.1_P3_47,000152165.1_P3,none
meningitidis_000152165.1_P3_48,000152165.1_P3,none
meningitidis_000191425.1_P3_1,000191425.1_P3,none
meningitidis_000191425.1_P3_2,000191425.1_P3,none
meningitidis_000191425.1_P3_3,000191425.1_P3,none
meningitidis_000191425.1_P3_4,000191425.1_P3,none
meningitidis_000191425.1_P3_5,000191425.1_P3,none
meningitidis_000191425.1_P3_6,000191425.1_P3,none
meningitidis_000191425.1_P3_7,000191425.1_P3,none
meningitidis_000191425.1_P3_8,000191425.1_P3,none
meningitidis_000191425.1_P3_9,000191425.1_P3,none
meningitidis_000191425.1_P3_10,000191425.1_P3,none
meningitidis_000191425.1_P3_11,000191425.1_P3,none
meningitidis_000191425.1_P3_12,000191425.1_P3,none
meningitidis_000191425.1_P3_13,000191425.1_P3,none
meningitidis_000191425.1_P3_14,000191425.1_P3,none
meningitidis_000191425.1_P3_15,000191425.1_P3,none
meningitidis_000191425.1_P3_16,000191425.1_P3,none
meningitidis_000191425.1_P3_17,000191425.1_P3,none
meningitidis_000191425.1_P3_18,000191425.1_P3,none
meningitidis_000191425.1_P3_19,000191425.1_P3,none
meningitidis_000191425.1_P3_20,000191425.1_P3,none
meningitidis_000191425.1_P3_21,000191425.1_P3,none
meningitidis_000191425.1_P3_22,000191425.1_P3,none
meningitidis_000191425.1_P3_23,000191425.1_P3,none
meningitidis_000191445.1_P3_1,000191445.1_P3,none
meningitidis_000191445.1_P3_2,000191445.1_P3,none
meningitidis_000191445.1_P3_3,000191445.1_P3,none
meningitidis_000191445.1_P3_4,000191445.1_P3,none
meningitidis_000191445.1_P3_5,000191445.1_P3,none
meningitidis_000191445.1_P3_6,000191445.1_P3,none
meningitidis_000191445.1_P3_7,000191445.1_P3,none
meningitidis_000191445.1_P3_8,000191445.1_P3,none
meningitidis_000191445.1_P3_9,000191445.1_P3,none
meningitidis_000191445.1_P3_10,000191445.1_P3,none
meningitidis_000191445.1_P3_11,000191445.1_P3,none
meningitidis_000191445.1_P3_12,000191445.1_P3,none
meningitidis_000191445.1_P3_13,000191445.1_P3,none
meningitidis_000191445.1_P3_14,000191445.1_P3,none
meningitidis_000191445.1_P3_15,000191445.1_P3,none
meningitidis_000191445.1_P3_16,000191445.1_P3,none
meningitidis_000191445.1_P4_1,000191445.1_P4,none
meningitidis_000191445.1_P4_2,000191445.1_P4,none
meningitidis_000191445.1_P4_3,000191445.1_P4,none
meningitidis_000191445.1_P4_4,000191445.1_P4,none
meningitidis_000191445.1_P4_5,000191445.1_P4,none
meningitidis_000191445.1_P4_6,000191445.1_P4,none
meningitidis_000191445.1_P4_7,000191445.1_P4,none
meningitidis_000191445.1_P4_8,000191445.1_P4,none
meningitidis_000191445.1_P4_9,000191445.1_P4,none
meningitidis_000191445.1_P4_10,000191445.1_P4,none
meningitidis_000191445.1_P4_11,000191445.1_P4,none
meningitidis_000191445.1_P4_12,000191445.1_P4,none
meningitidis_000191445.1_P4_13,000191445.1_P4,none
meningitidis_000191445.1_P4_14,000191445.1_P4,none
meningitidis_000191445.1_P4_15,000191445.1_P4,none
meningitidis_000191445.1_P4_16,000191445.1_P4,none
meningitidis_000191445.1_P4_17,000191445.1_P4,none
meningitidis_000191445.1_P4_18,000191445.1_P4,none
meningitidis_000191445.1_P4_19,000191445.1_P4,none
meningitidis_000191445.1_P4_20,000191445.1_P4,none
meningitidis_000191445.1_P4_21,000191445.1_P4,none
meningitidis_000191445.1_P4_22,000191445.1_P4,none
meningitidis_000191445.1_P4_23,000191445.1_P4,none
meningitidis_000191445.1_P4_24,000191445.1_P4,none
meningitidis_000191445.1_P4_25,000191445.1_P4,none
meningitidis_000191445.1_P4_26,000191445.1_P4,none
meningitidis_000191445.1_P4_27,000191445.1_P4,none
meningitidis_000191485.1_P1_1,000191485.1_P1,none
meningitidis_000191485.1_P1_2,000191485.1_P1,none
meningitidis_000191485.1_P1_3,000191485.1_P1,none
meningitidis_000191485.1_P1_4,000191485.1_P1,none
meningitidis_000191485.1_P1_5,000191485.1_P1,none
meningitidis_000191485.1_P1_6,000191485.1_P1,none
meningitidis_000191485.1_P1_7,000191485.1_P1,none
meningitidis_000191485.1_P1_8,000191485.1_P1,none
meningitidis_000191485.1_P1_9,000191485.1_P1,none
meningitidis_000191485.1_P1_10,000191485.1_P1,none
meningitidis_000191485.1_P1_11,000191485.1_P1,none
meningitidis_000191485.1_P1_12,000191485.1_P1,none
meningitidis_000191485.1_P1_13,000191485.1_P1,none
meningitidis_000191485.1_P1_14,000191485.1_P1,none
meningitidis_000191485.1_P1_15,000191485.1_P1,none
meningitidis_000191485.1_P1_16,000191485.1_P1,none
meningitidis_000191485.1_P1_17,000191485.1_P1,none
meningitidis_000191485.1_P1_18,000191485.1_P1,none
meningitidis_000191485.1_P1_19,000191485.1_P1,none
meningitidis_000191485.1_P1_20,000191485.1_P1,none
meningitidis_000191485.1_P1_21,000191485.1_P1,none
meningitidis_000191485.1_P1_22,000191485.1_P1,none
meningitidis_000191485.1_P1_23,000191485.1_P1,none
meningitidis_000191485.1_P1_24,000191485.1_P1,none
meningitidis_000191485.1_P1_25,000191485.1_P1,none
meningitidis_000191485.1_P1_26,000191485.1_P1,none
meningitidis_000191485.1_P1_27,000191485.1_P1,none
meningitidis_000191485.1_P1_28,000191485.1_P1,none
meningitidis_000191485.1_P1_29,000191485.1_P1,none
meningitidis_000191485.1_P1_30,000191485.1_P1,none
meningitidis_000191485.1_P1_31,000191485.1_P1,none
meningitidis_000191485.1_P1_32,000191485.1_P1,none
meningitidis_000191485.1_P1_33,000191485.1_P1,none
meningitidis_000191505.1_P3_1,000191505.1_P3,none
meningitidis_000191505.1_P3_2,000191505.1_P3,none
meningitidis_000191505.1_P3_3,000191505.1_P3,none
meningitidis_000191505.1_P3_4,000191505.1_P3,none
meningitidis_000191505.1_P3_5,000191505.1_P3,none
meningitidis_000191505.1_P3_6,000191505.1_P3,none
meningitidis_000191505.1_P3_7,000191505.1_P3,none
meningitidis_000191505.1_P3_8,000191505.1_P3,none
meningitidis_000191505.1_P3_9,000191505.1_P3,none
meningitidis_000191505.1_P3_10,000191505.1_P3,none
meningitidis_000191505.1_P3_11,000191505.1_P3,none
meningitidis_000191505.1_P3_12,000191505.1_P3,none
meningitidis_000191505.1_P3_13,000191505.1_P3,none
meningitidis_000191505.1_P3_14,000191505.1_P3,none
meningitidis_000191505.1_P3_15,000191505.1_P3,none
meningitidis_000191505.1_P3_16,000191505.1_P3,none
meningitidis_000191505.1_P3_17,000191505.1_P3,none
meningitidis_000191505.1_P3_18,000191505.1_P3,none
meningitidis_000191525.1_P2_1,000191525.1_P2,none
meningitidis_000191525.1_P2_2,000191525.1_P2,none
meningitidis_000191525.1_P2_3,000191525.1_P2,none
meningitidis_000191525.1_P2_4,000191525.1_P2,none
meningitidis_000191525.1_P2_5,000191525.1_P2,none
meningitidis_000191525.1_P2_6,000191525.1_P2,none
meningitidis_000191525.1_P2_7,000191525.1_P2,none
meningitidis_000191525.1_P2_8,000191525.1_P2,none
meningitidis_000191525.1_P2_9,000191525.1_P2,none
meningitidis_000191525.1_P2_10,000191525.1_P2,none
meningitidis_000191525.1_P2_11,000191525.1_P2,none
meningitidis_000191525.1_P2_12,000191525.1_P2,none
meningitidis_000191525.1_P2_13,000191525.1_P2,none
meningitidis_000191525.1_P2_14,000191525.1_P2,none
meningitidis_000191525.1_P2_15,000191525.1_P2,none
meningitidis_000191525.1_P2_16,000191525.1_P2,none
meningitidis_000191525.1_P3_1,000191525.1_P3,none
meningitidis_000191525.1_P3_2,000191525.1_P3,none
meningitidis_000191525.1_P3_3,000191525.1_P3,none
meningitidis_000191525.1_P3_4,000191525.1_P3,none
meningitidis_000191525.1_P3_5,000191525.1_P3,none
meningitidis_000191525.1_P3_6,000191525.1_P3,none
meningitidis_000191525.1_P3_7,000191525.1_P3,none
meningitidis_000191525.1_P3_8,000191525.1_P3,none
meningitidis_000191525.1_P3_9,000191525.1_P3,none
meningitidis_000191525.1_P3_10,000191525.1_P3,none
meningitidis_000191525.1_P3_11,000191525.1_P3,none
meningitidis_000253215.1_P3_1,000253215.1_P3,none
meningitidis_000253215.1_P3_2,000253215.1_P3,none
meningitidis_000253215.1_P3_3,000253215.1_P3,none
meningitidis_000253215.1_P3_4,000253215.1_P3,none
meningitidis_000253215.1_P3_5,000253215.1_P3,none
meningitidis_000253215.1_P3_6,000253215.1_P3,none
meningitidis_000253215.1_P3_7,000253215.1_P3,none
meningitidis_000253215.1_P3_8,000253215.1_P3,none
meningitidis_000253215.1_P3_9,000253215.1_P3,none
meningitidis_000253215.1_P3_10,000253215.1_P3,none
meningitidis_000253215.1_P3_11,000253215.1_P3,none
meningitidis_000253215.1_P3_12,000253215.1_P3,none
meningitidis_000253215.1_P3_13,000253215.1_P3,none
meningitidis_000253215.1_P3_14,000253215.1_P3,none
meningitidis_000253215.1_P3_15,000253215.1_P3,none
meningitidis_000253215.1_P3_16,000253215.1_P3,none
meningitidis_000253215.1_P3_17,000253215.1_P3,none
meningitidis_000253215.1_P3_18,000253215.1_P3,none
meningitidis_000253215.1_P3_19,000253215.1_P3,none
meningitidis_000253215.1_P3_20,000253215.1_P3,none
meningitidis_000253215.1_P3_21,000253215.1_P3,none
meningitidis_000253215.1_P3_22,000253215.1_P3,none
meningitidis_000253215.1_P3_23,000253215.1_P3,none
meningitidis_000253215.1_P3_24,000253215.1_P3,none
meningitidis_000253215.1_P3_25,000253215.1_P3,none
meningitidis_000253215.1_P3_26,000253215.1_P3,none
meningitidis_000253215.1_P3_27,000253215.1_P3,none
meningitidis_000253215.1_P3_28,000253215.1_P3,none
meningitidis_000253215.1_P3_29,000253215.1_P3,none
meningitidis_000253215.1_P3_30,000253215.1_P3,none
meningitidis_000253215.1_P3_31,000253215.1_P3,none
meningitidis_000253215.1_P3_32,000253215.1_P3,none
meningitidis_000253215.1_P3_33,000253215.1_P3,none
meningitidis_000253215.1_P3_34,000253215.1_P3,none
meningitidis_000253215.1_P3_35,000253215.1_P3,none
meningitidis_000253215.1_P3_36,000253215.1_P3,none
meningitidis_000253215.1_P3_37,000253215.1_P3,none
meningitidis_000253215.1_P3_38,000253215.1_P3,none
meningitidis_000253215.1_P3_39,000253215.1_P3,none
meningitidis_000253215.1_P3_40,000253215.1_P3,none
meningitidis_000253215.1_P3_41,000253215.1_P3,none
meningitidis_000253215.1_P3_42,000253215.1_P3,none
meningitidis_000253215.1_P3_43,000253215.1_P3,none
meningitidis_000253215.1_P3_44,000253215.1_P3,none
meningitidis_000253215.1_P3_45,000253215.1_P3,none
meningitidis_000253215.1_P3_46,000253215.1_P3,none
meningitidis_000253215.1_P3_47,000253215.1_P3,none
meningitidis_000253215.1_P3_48,000253215.1_P3,none
meningitidis_000253215.1_P3_49,000253215.1_P3,none
meningitidis_000253215.1_P3_50,000253215.1_P3,none
meningitidis_000253215.1_P3_51,000253215.1_P3,none
meningitidis_000253215.1_P3_52,000253215.1_P3,none
meningitidis_000253215.1_P3_53,000253215.1_P3,none
meningitidis_000253215.1_P3_54,000253215.1_P3,none
meningitidis_000626595.1_P1_1,000626595.1_P1,none
meningitidis_000626595.1_P1_2,000626595.1_P1,none
meningitidis_000626595.1_P1_3,000626595.1_P1,none
meningitidis_000626595.1_P1_4,000626595.1_P1,none
meningitidis_000626595.1_P1_5,000626595.1_P1,none
meningitidis_000626595.1_P1_6,000626595.1_P1,none
meningitidis_000626595.1_P1_7,000626595.1_P1,none
meningitidis_000626595.1_P1_8,000626595.1_P1,none
meningitidis_000626595.1_P1_9,000626595.1_P1,none
meningitidis_000626595.1_P1_10,000626595.1_P1,none
meningitidis_000626595.1_P1_11,000626595.1_P1,none
meningitidis_000626595.1_P1_12,000626595.1_P1,none
meningitidis_000626595.1_P1_13,000626595.1_P1,none
meningitidis_000626595.1_P1_14,000626595.1_P1,none
meningitidis_000626595.1_P1_15,000626595.1_P1,none
meningitidis_000626595.1_P1_16,000626595.1_P1,none
meningitidis_000626595.1_P1_17,000626595.1_P1,none
meningitidis_000626595.1_P1_18,000626595.1_P1,none
meningitidis_000626595.1_P1_19,000626595.1_P1,none
meningitidis_000626595.1_P1_20,000626595.1_P1,none
meningitidis_000626595.1_P1_21,000626595.1_P1,none
meningitidis_000626595.1_P1_22,000626595.1_P1,none
